facility_key	prefecture	facility	mhlw_plan_codes	official_products	official_explicit_makers	manufacturer_share_groups	legal_manufacturers	japan_mah_or_suppliers	evidence_type	safe_resolved	product_resolved	evidence_json
東京都|神谷整形外科・眼科	東京都	神谷整形外科・眼科	02C1910144						NONE	NO	NO	[]
東京都|羽田内科医院	東京都	羽田内科医院	02C1911144|02C2111033						NONE	NO	NO	[]
東京都|葛西駅前あおぞら整形外科クリニック	東京都	葛西駅前あおぞら整形外科クリニック	01C2506025|01C2507072	APS		Zimmer Biomet	Zimmer Biomet	Zimmer Biomet	VALIDATED_PRODUCT_MAP_OFFICIAL	YES	YES	"[{""url"": ""https://aozora-seikei.com/regenerative-medicine/"", ""title"": ""再生医療｜葛西駅前あおぞら整形外科クリニック｜江戸川区の整形外科・小児整形外科"", ""products"": [""APS""], ""makers"": [], ""product_context"": {""APS"": [""st 求人案内 Recruit WEB予約 事前WEB問診 LINE WEB予約 事前WEB問診 電話 WEB予約 事前 WEB問診 アクセス 再生医療 再生医療｜葛西駅前あおぞら整形外科クリニック｜江戸川区の整形外科・小児整形外科 ホーム 再生医療 膝や関節の痛みにお悩みではありませんか？ PFC-FD療法とは PRP療法とは 次世代PRPとして注目されるAPS療法 治療が受けられない方（除外基準） PFC-FD／PRP／APS療法の流れ ACRS療法とは PRP療法との違い 脂肪幹細胞治療とは 脂肪幹細胞治療の流れ PFC-FD／PRP／APS療法の費用 膝や関節の痛みにお悩みではありませんか？ 膝の痛みを抱えており、くすりを内服して症状が治らない、痛みはあるけれど手術に踏み切れないなどの不安を抱えている方は多く"", ""WEB予約 事前WEB問診 電話 WEB予約 事前 WEB問診 アクセス 再生医療 再生医療｜葛西駅前あおぞら整形外科クリニック｜江戸川区の整形外科・小児整形外科 ホーム 再生医療 膝や関節の痛みにお悩みではありませんか？ PFC-FD療法とは PRP療法とは 次世代PRPとして注目されるAPS療法 治療が受けられない方（除外基準） PFC-FD／PRP／APS療法の流れ ACRS療法とは PRP療法との違い 脂肪幹細胞治療とは 脂肪幹細胞治療の流れ PFC-FD／PRP／APS療法の費用 膝や関節の痛みにお悩みではありませんか？ 膝の痛みを抱えており、くすりを内服して症状が治らない、痛みはあるけれど手術に踏み切れないなどの不安を抱えている方は多くいらっしゃると思います。 痛みの治療には、くすりの内服や関節注射、人""]}, ""maker_context"": {}}]"
東京都|順天堂大学医学部附属練馬病院	東京都	順天堂大学医学部附属練馬病院	03C2308020|03C2308021						NONE	NO	NO	[]
栃木県|医療法人一燈会かみもとスポーツクリニック	栃木県	医療法人一燈会 かみもとスポーツクリニック	01C2302004						NONE	NO	NO	[]
栃木県|医療法人俊紅会那須高原クリニック	栃木県	医療法人俊紅会 那須高原クリニック	01C2309055|01C2310025						NONE	NO	NO	[]
栃木県|医療法人健寿会小山整形外科内科クリニック	栃木県	医療法人健寿会 小山整形外科内科クリニック	02C1908009						NONE	NO	NO	[]
栃木県|医療法人恭友会はせがわ整形外科クリニック	栃木県	医療法人恭友会 はせがわ整形外科クリニック	01C2502004|02C2502053						NONE	NO	NO	[]
栃木県|医療法人親仁会佐藤病院	栃木県	医療法人親仁会 佐藤病院	01C2306023|01C2307023						NONE	NO	NO	[]
栃木県|学校法人獨協学園獨協医科大学病院	栃木県	学校法人 獨協学園  獨協医科大学病院	02C2604070|02C2604078						NONE	NO	NO	[]
沖縄県|医療法人形成会当山美容形成外科	沖縄県	医療法人形成会 当山美容形成外科	02G2001025						NONE	NO	NO	[]
沖縄県|社会医療法人友愛会友愛医療センター	沖縄県	社会医療法人友愛会友愛医療センター	02G2602005						NONE	NO	NO	[]
滋賀県|一般社団法人スピナレピオス淡海せぼねクリニック	滋賀県	一般社団法人スピナレピオス  淡海せぼねクリニック	01E2408020|01E2408021						NONE	NO	NO	[]
滋賀県|公立甲賀病院	滋賀県	公立甲賀病院	01E2307011|01E2307012						NONE	NO	NO	[]
滋賀県|医療法人翠蓮会とがの整形外科クリニック	滋賀県	医療法人翠蓮会 とがの整形外科クリニック	01E2412010|01E2412027						NONE	NO	NO	[]
滋賀県|東近江市立能登川病院	滋賀県	東近江市立能登川病院	01E2402012|01E2405012						NONE	NO	NO	[]
滋賀県|田原整形外科	滋賀県	田原整形外科	01E2404003						NONE	NO	NO	[]
熊本県|保田窪整形外科病院	熊本県	保田窪整形外科病院	01G2506014						NONE	NO	NO	[]
熊本県|熊本整形外科病院	熊本県	熊本整形外科病院	02G2511005						NONE	NO	NO	[]
石川県|医療法人EKOC東金沢整形外科クリニック	石川県	医療法人EKOC 東金沢整形外科クリニック	01D2407008|01D2407009						NONE	NO	NO	[]
石川県|特定医療法人社団勝木会やわたメディカルセンター	石川県	特定医療法人社団勝木会 やわたメディカルセンター	01D2405007|01D2408001						NONE	NO	NO	[]
神奈川県|SBC整形外科クリニック横浜駅前院	神奈川県	SBC整形外科クリニック横浜駅前院	03C2604033						NONE	NO	NO	[]
神奈川県|のぼりと整形外科診療所	神奈川県	のぼりと整形外科診療所	01C2310010						NONE	NO	NO	[]
神奈川県|ふくむら整形外科	神奈川県	ふくむら整形外科	01C2512039|01C2512043						NONE	NO	NO	[]
神奈川県|ほんだ整形外科クリニック	神奈川県	ほんだ整形外科クリニック	01C2105005						NONE	NO	NO	[]
神奈川県|エムズクリニック	神奈川県	エムズクリニック	01C2108035						NONE	NO	NO	[]
神奈川県|シン・整形外科網島	神奈川県	シン・整形外科 網島	02C2409002|02C2409003						NONE	NO	NO	[]
神奈川県|ヴェルディクリニック	神奈川県	ヴェルディクリニック	01C2302050|01C2302051						NONE	NO	NO	[]
神奈川県|井土ヶ谷整形外科リハビリクリニック	神奈川県	井土ヶ谷整形外科リハビリクリニック	01C2410005						NONE	NO	NO	[]
神奈川県|公立大学法人横浜市立大学附属病院	神奈川県	公立大学法人横浜市立大学附属病院	02C2411022						NONE	NO	NO	[]
神奈川県|医療法人健進会井上整形外科	神奈川県	医療法人 健進会 井上整形外科	01C2305022|01C2305023						NONE	NO	NO	[]
神奈川県|医療法人光耀会菊地眼科クリニック	神奈川県	医療法人光耀会 菊地眼科クリニック	03C2409021						NONE	NO	NO	[]
神奈川県|医療法人博桜会たなべ整形外科せぼね・骨粗しょう症クリニック	神奈川県	医療法人博桜会 たなべ整形外科 せぼね・骨粗しょう症クリニック	01C2410057|01C2410058						NONE	NO	NO	[]
神奈川県|医療法人横浜未来ヘルスケアシステム戸塚共立第2病院	神奈川県	医療法人横浜未来ヘルスケアシステム 戸塚共立第2病院	02C2508001|02C2508002						NONE	NO	NO	[]
神奈川県|医療法人社団三朋会嶺整形外科クリニック	神奈川県	医療法人社団 三朋会 嶺整形外科クリニック	01C2001039						NONE	NO	NO	[]
神奈川県|医療法人社団嘉徳会かんクリニックリウマチ・整形外科	神奈川県	医療法人社団 嘉徳会 かんクリニック リウマチ・整形外科	01C1912052						NONE	NO	NO	[]
神奈川県|医療法人社団総生会麻生リハビリ総合病院	神奈川県	医療法人社団 総生会 麻生リハビリ総合病院	03C2305018						NONE	NO	NO	[]
神奈川県|医療法人社団優洸会相模大野整形・形成外科	神奈川県	医療法人社団優洸会  相模大野整形・形成外科	01C2303044						NONE	NO	NO	[]
神奈川県|医療法人社団慈誠会神人整形外科クリニック	神奈川県	医療法人社団慈誠会 神人整形外科クリニック	03C2305019						NONE	NO	NO	[]
神奈川県|医療法人社団明和会亀田病院	神奈川県	医療法人社団明和会 亀田病院	02C2604080						NONE	NO	NO	[]
神奈川県|医療法人社団栄親会横浜整形外科クリニック	神奈川県	医療法人社団栄親会 横浜整形外科クリニック	03C2111004						NONE	NO	NO	[]
神奈川県|医療法人社団皆吉会プライムコーストみなとみらいクリニック	神奈川県	医療法人社団皆吉会プライムコーストみなとみらいクリニック	03C2504060|03C2504061						NONE	NO	NO	[]
神奈川県|医療法人野球医学ベースボール&スポーツクリニック	神奈川県	医療法人野球医学 ベースボール&スポーツクリニック	01C2412054						NONE	NO	NO	[]
神奈川県|医療法人順正会横浜鶴ヶ峰病院付属予防医療クリニック	神奈川県	医療法人順正会 横浜鶴ヶ峰病院付属予防医療クリニック	01C2006014						NONE	NO	NO	[]
神奈川県|原整形外科医院	神奈川県	原整形外科医院	03C2412021						NONE	NO	NO	[]
神奈川県|山下公園スパインクリニック	神奈川県	山下公園スパインクリニック	02C2602044|02C2603016						NONE	NO	NO	[]
神奈川県|東海大学医学部付属病院	神奈川県	東海大学医学部付属病院	03C2604001						NONE	NO	NO	[]
神奈川県|横浜市立大学附属病院	神奈川県	横浜市立大学附属病院	02C2411019						NONE	NO	NO	[]
神奈川県|横浜整形外科クリニック	神奈川県	横浜整形外科クリニック	03C2305023						NONE	NO	NO	[]
神奈川県|横浜鶴ヶ峰病院付属予防医療クリニック	神奈川県	横浜鶴ヶ峰病院付属予防医療クリニック	01C2206044						NONE	NO	NO	[]
神奈川県|横濱松宮整形外科リハビリテーションクリニック	神奈川県	横濱松宮整形外科リハビリテーションクリニック	01C2603018|02C1911221|02C1912004						NONE	NO	NO	[]
神奈川県|武蔵小杉整形外科	神奈川県	武蔵小杉整形外科	02C1905075						NONE	NO	NO	[]
神奈川県|湘南台まつえ整形外科・内科・リハビリテーションクリニック	神奈川県	湘南台まつえ整形外科・内科・リハビリテーションクリニック	01C2509005|01C2509007						NONE	NO	NO	[]
神奈川県|特定医療法人社団育成社佐々木病院	神奈川県	特定医療法人 社団育成社 佐々木病院	02C1911192						NONE	NO	NO	[]
神奈川県|社会福祉法人恩賜財団済生会横浜市東部病院	神奈川県	社会福祉法人恩賜財団済生会 横浜市東部病院	02C2607021						NONE	NO	NO	[]
神奈川県|金沢八景整形外科	神奈川県	金沢八景整形外科	01C2403005|01C2403006						NONE	NO	NO	[]
福井県|Mクリニック	福井県	Mクリニック	01E2510006						NONE	NO	NO	[]
福井県|春江病院	福井県	春江病院	03E2511007						NONE	NO	NO	[]
福岡県|Re:BornClinic本院	福岡県	Re:Born Clinic 本院	03G2508016|03G2508026|03G2509014						NONE	NO	NO	[]
福岡県|ZERO100クリニック	福岡県	ZERO100クリニック	01G2603002						NONE	NO	NO	[]
福岡県|うらはし整形外科クリニック	福岡県	うらはし整形外科クリニック	01G2604001|03G2104001|03G2406014						NONE	NO	NO	[]
福岡県|とも整形外科スポーツクリニック	福岡県	とも整形外科スポーツクリニック	01G1906001|01G2001007						NONE	NO	NO	[]
福岡県|ガーデンクリニック福岡院	福岡県	ガーデンクリニック 福岡院	01G2105006						NONE	NO	NO	[]
福岡県|医療法人前川整形外科医院前川整形外科スポーツクリニック	福岡県	医療法人 前川整形外科医院 前川整形外科スポーツクリニック	01G2208003						NONE	NO	NO	[]
福岡県|医療法人桜康会三宮整形外科医院	福岡県	医療法人 桜康会 三宮整形外科医院	01G2302003						NONE	NO	NO	[]
福岡県|医療法人HMCブレインメディカルクリニック博多	福岡県	医療法人HMC ブレインメディカルクリニック博多	01G2408004						NONE	NO	NO	[]
福岡県|医療法人かつの整形外科リハビリテーション科	福岡県	医療法人かつの整形外科リハビリテーション科	03G2101003						NONE	NO	NO	[]
福岡県|医療法人かつの整形外科・リハビリテーション科	福岡県	医療法人かつの整形外科・リハビリテーション科	03G2101004						NONE	NO	NO	[]
福岡県|医療法人オアシス福岡志恩病院	福岡県	医療法人オアシス 福岡志恩病院	01G1909002						NONE	NO	NO	[]
福岡県|医療法人一寿会西尾病院	福岡県	医療法人一寿会西尾病院	01G2011006	ACP		Arthrex	Arthrex	Arthrex Japan	VALIDATED_PRODUCT_MAP_OFFICIAL	YES	YES	"[{""url"": ""https://ichiju-kai.jp/pickup/prp/"", ""title"": ""PRP療法について | 医療法人 一寿会　西尾病院"", ""products"": [""ACP""], ""makers"": [], ""product_context"": {""ACP"": [""です。 PRP療法（自己多血小板血漿注入療法）とは？ 北九州・遠賀・直方地区近郊で切らないひざ治療やPRP療法を検討されている方へ、当院でのPRP療法についての特徴について解説します。患者さまが納得したうえで安心して治療を受けられるようご説明いたします。 PRP療法(自己多血小板血漿注入療法)は、患者様ご自身の血液中に含まれる血小板を利用した再生医療です。 ACP PRP療法とは？ 〔炎症抑制と軟骨保護作用を高めたPRP〕 ACP※1とはPRPの一種で、炎症抑制作用の邪魔になる赤血球と一部の白血球※2を約99％分離し、炎症抑制と軟骨 保護作用を高めた黄色い液体です。赤血球と白血球がほとんど含まれないため、“Pure-PRP”とも言われます。 血液中の良いタンパク質をバランスよく濃縮し、注入することで、関節内の細胞が病"", ""直方地区近郊で切らないひざ治療やPRP療法を検討されている方へ、当院でのPRP療法についての特徴について解説します。患者さまが納得したうえで安心して治療を受けられるようご説明いたします。 PRP療法(自己多血小板血漿注入療法)は、患者様ご自身の血液中に含まれる血小板を利用した再生医療です。 ACP PRP療法とは？ 〔炎症抑制と軟骨保護作用を高めたPRP〕 ACP※1とはPRPの一種で、炎症抑制作用の邪魔になる赤血球と一部の白血球※2を約99％分離し、炎症抑制と軟骨 保護作用を高めた黄色い液体です。赤血球と白血球がほとんど含まれないため、“Pure-PRP”とも言われます。 血液中の良いタンパク質をバランスよく濃縮し、注入することで、関節内の細胞が病的な炎症を引き起こす 仕組み（NF-κBシグナル伝達経路）を抑制し、""]}, ""maker_context"": {}}]"
福岡県|学校法人国際志学園ZERO100クリニック	福岡県	学校法人 国際志学園 ZERO100クリニック	01G2603002						NONE	NO	NO	[]
福岡県|櫛田学整形外科クリニック	福岡県	櫛田学整形外科クリニック	01G2107003						NONE	NO	NO	[]
群馬県|ぐんまスポーツ整形外科	群馬県	ぐんまスポーツ整形外科	01C2203028	ACP	Arthrex	Arthrex	Arthrex	Arthrex Japan	EXPLICIT_OFFICIAL	YES	YES	"[{""url"": ""https://gun-spo.com/prp/"", ""title"": ""PRP療法 | ぐんまスポーツ整形外科"", ""products"": [""ACP""], ""makers"": [""Arthrex""], ""product_context"": {""ACP"": [""ます。 デメリット ・自己修復力に依存しているため、上手く修復プロセスが働かないことがあります。 ・注射した部位に痛みや炎症（熱感、赤み、腫れ）を伴うことがあります。 ・まれに注射した部位に感染症が起こる可能性があります。 ・自費診療であり、通常の健康保険は使用できません。 当院で行うPRP療法 PRPには様々な種類がありますが、当院ではArthrex社の「ACP Double Syringe」を使ったPRP療法を提供しています。1回の受診でPRP作製から実際の注射までが可能で、PRP作製に必要な採血量も15mlと少なくて済みます。 当院では認定再生医療等委員会の認定を受け、「第2種 自家多血小板血漿を用いた慢性関節炎の治療（関節内組織）」、「第3種 自家多血小板血漿を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治""]}, ""maker_context"": {""Arthrex"": [""も、修復を促すことができます。 ・関節、筋、腱、靱帯、骨など運動器の大半に対して治療を行うことができます。 デメリット ・自己修復力に依存しているため、上手く修復プロセスが働かないことがあります。 ・注射した部位に痛みや炎症（熱感、赤み、腫れ）を伴うことがあります。 ・まれに注射した部位に感染症が起こる可能性があります。 ・自費診療であり、通常の健康保険は使用できません。 当院で行うPRP療法 PRPには様々な種類がありますが、当院ではArthrex社の「ACP Double Syringe」を使ったPRP療法を提供しています。1回の受診でPRP作製から実際の注射までが可能で、PRP作製に必要な採血量も15mlと少なくて済みます。 当院では認定再生医療等委員会の認定を受け、「第2種 自家多血小板血漿を用いた慢性関節炎の治療（関節内組織）」、「第3種 自家多血小板血漿を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）」の2つのPRP療法を行っております。 1 P""]}}]"
群馬県|医療法人秀躍会もぎ整形外科クリニック	群馬県	医療法人秀躍会 もぎ整形外科クリニック	01C2207022|01C2207023						NONE	NO	NO	[]
群馬県|慶友整形外科クリニック	群馬県	慶友整形外科クリニック	01C1906015|01C1910017						NONE	NO	NO	[]
群馬県|社会医療法人慶友会慶友整形外科クリニック	群馬県	社会医療法人慶友会 慶友整形外科クリニック	01C2605018						NONE	NO	NO	[]
群馬県|社会医療法人社団慶友会慶友整形外科クリニック	群馬県	社会医療法人社団慶友会 慶友整形外科クリニック	01C2605017						NONE	NO	NO	[]
茨城県|すずらん整形&ラボ	茨城県	すずらん整形&ラボ	01C2407018|01C2407019						NONE	NO	NO	[]
茨城県|医療法人ここの実会嶋崎病院	茨城県	医療法人ここの実会  嶋崎病院	03C2305020						NONE	NO	NO	[]
長崎県|チカラ整形外科スポーツリウマチクリニック	長崎県	チカラ整形外科スポーツリウマチクリニック	01G2311007						NONE	NO	NO	[]
長野県|Aiクリニック整形外科リハビリテーション科	長野県	Aiクリニック整形外科リハビリテーション科	01C2308062|01C2308063						NONE	NO	NO	[]
長野県|サンマリーンクリニック	長野県	サンマリーンクリニック	01C2506002						NONE	NO	NO	[]
長野県|医療法人仁雄会穂高病院	長野県	医療法人仁雄会 穂高病院	01C2507002						NONE	NO	NO	[]
長野県|医療法人弘仁会かもいクリニック	長野県	医療法人弘仁会 かもいクリニック	01C2210029|01C2210030						NONE	NO	NO	[]
長野県|医療法人都甲クリニック	長野県	医療法人都甲クリニック	01C2308046|01C2308047						NONE	NO	NO	[]
長野県|医療法人雨宮病院	長野県	医療法人雨宮病院	01C2206051|01C2206052						NONE	NO	NO	[]
長野県|社会医療法人恵仁会くろさわ病院	長野県	社会医療法人恵仁会 くろさわ病院	01C2408006|01C2408007						NONE	NO	NO	[]
長野県|長野松代総合病院	長野県	長野松代総合病院	01C2310035						NONE	NO	NO	[]
長野県|長野県厚生農業協同組合連合会長野松代総合病院	長野県	長野県厚生農業協同組合連合会 長野松代総合病院	01C2310037						NONE	NO	NO	[]
長野県|長野県立信州医療センター	長野県	長野県立信州医療センター	03C2606030						NONE	NO	NO	[]
静岡県|かわぐち整形外科	静岡県	かわぐち整形外科	01D2102006						NONE	NO	NO	[]
静岡県|医療法人社団オステオケアないとう整形外科クリニック	静岡県	医療法人社団オステオケア ないとう整形外科クリニック	01D2303008|01D2303009						NONE	NO	NO	[]
静岡県|医療法人社団明仁会静岡リハビリペインクリニック	静岡県	医療法人社団明仁会 静岡リハビリペインクリニック	01D2505007|01D2505008						NONE	NO	NO	[]
静岡県|国立大学法人浜松医科大学浜松医科大学医学部附属病院	静岡県	国立大学法人浜松医科大学 浜松医科大学医学部附属病院	03D2504001|03D2504002						NONE	NO	NO	[]
静岡県|富士整形外科病院	静岡県	富士整形外科病院	02D2510005|02D2510006						NONE	NO	NO	[]
静岡県|錦野クリニック	静岡県	錦野クリニック	01D1903003|01D1903004						NONE	NO	NO	[]
香川県|医療法人弘仁会三条整形外科スポーツクリニック	香川県	医療法人弘仁会 三条整形外科スポーツクリニック	01F2207002|01F2207003						NONE	NO	NO	[]
香川県|医療法人社団まえだ整形外科外科医院	香川県	医療法人社団 まえだ整形外科外科医院	01F2205004						NONE	NO	NO	[]
香川県|医療法人社団研宣会広瀬病院	香川県	医療法人社団研宣会 広瀬病院	02F1910006						NONE	NO	NO	[]
香川県|医療法人社団藤井外科胃腸科・整形外科	香川県	医療法人社団藤井外科胃腸科・整形外科	01F2311002						NONE	NO	NO	[]
香川県|香川県厚生農業協同組合連合会屋島総合病院	香川県	香川県厚生農業協同組合連合会 屋島総合病院	03F2309003|03F2309004						NONE	NO	NO	[]
香川県|高松南整形外科スポーツクリニック	香川県	高松南整形外科スポーツクリニック	01F2203001|01F2203002						NONE	NO	NO	[]
高知県|細木病院	高知県	細木病院	03F2207001|03F2207002						NONE	NO	NO	[]
鳥取県|医療法人育生会高島病院	鳥取県	医療法人育生会 高島病院	01F2202004|01F2202005						NONE	NO	NO	[]
鹿児島県|医療法人慈圭会八反丸リハビリテーション病院	鹿児島県	医療法人 慈圭会 八反丸リハビリテーション病院	02G2405005						NONE	NO	NO	[]
鹿児島県|医療法人吉祥会吉井整形外科内科中央病院	鹿児島県	医療法人吉祥会 吉井整形外科内科中央病院	01G2406010						NONE	NO	NO	[]
鹿児島県|天陽会中央クリニック	鹿児島県	天陽会中央クリニック	01G2110006						NONE	NO	NO	[]
鹿児島県|鹿児島中央整形外科スポーツクリニック	鹿児島県	鹿児島中央整形外科スポーツクリニック	01G2308005	ACP		Arthrex	Arthrex	Arthrex Japan	VALIDATED_PRODUCT_MAP_OFFICIAL	YES	YES	"[{""url"": ""https://kco-sports.jp/prp%E7%99%82%E6%B3%95"", ""title"": ""PRP療法｜鹿児島中央整形外科スポーツクリニック｜鹿児島市、鹿児島中央駅の整形外科、リハビリテーション科、スポーツ整形外科"", ""products"": [""ACP""], ""makers"": [], ""product_context"": {""ACP"": [""通常のPRPよりも多く含まれていることが特徴です。 従来のPRP療法と比較して、成長因子が約2倍含まれています。 フリーズドライ加工により、約6か月間の長期保存が可能です。 あらかじめ採血して保存しておくことで、怪我をした際にすぐ注入できるメリットがあります。 PFC-FDの詳細については 「PRP（PFC-FD?）療法とは」のページ を参照してください。 ACP療法 ACP療法は、血液から赤血球や一部の白血球を高度に分離し、組織の修復に必要な成分のみを取り出す方法です。関節内の細胞が炎症を引き起こす仕組みを抑制する働きがあり、 炎症抑制 に重点を置いた治療として知られています。 炎症の原因になりやすい赤血球などを約99％取り除いた「Pure-PRP」です。 院内の遠心分離機を使用して、採血から約30分で注入の準備が"", ""よりも多く含まれていることが特徴です。 従来のPRP療法と比較して、成長因子が約2倍含まれています。 フリーズドライ加工により、約6か月間の長期保存が可能です。 あらかじめ採血して保存しておくことで、怪我をした際にすぐ注入できるメリットがあります。 PFC-FDの詳細については 「PRP（PFC-FD?）療法とは」のページ を参照してください。 ACP療法 ACP療法は、血液から赤血球や一部の白血球を高度に分離し、組織の修復に必要な成分のみを取り出す方法です。関節内の細胞が炎症を引き起こす仕組みを抑制する働きがあり、 炎症抑制 に重点を置いた治療として知られています。 炎症の原因になりやすい赤血球などを約99％取り除いた「Pure-PRP」です。 院内の遠心分離機を使用して、採血から約30分で注入の準備が整います。""]}, ""maker_context"": {}}]"
