plan_id,facility_id,prefecture,facility,category,treatment,status,match_score,document_url,amount,tax,unit,products,score,page,excerpt,qc_reason,error
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,6050000,不明,,,2,9,"3, 960,000 円 4,950,000 円 6,050,000 円 7,150,000 円 幹細胞培養治療",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,7150000,不明,,,2,9,"4,950,000 円 6,050,000 円 7,150,000 円 幹細胞培養治療 費(解凍培養・2",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,2750,不明,,,0,10,"450,000 円 6.再診料 [5,500 円/回] フォローアップの血液検査(生化学/血球数算定検査)を行う費用(2,750 円)については別途必要です。 また、必要に応じて血液検査の他に検査項目が追加されることがあります。 細胞投与後は、投与後およそ1・3・6・12 か月にご来院いただきますよう、お願い申し上げます。",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,100000,不明,,,0,10,"104,700 円 エックス線透視装置下による処置 100,000 円 アンギオ装置による処置(マイクロカテーテル使用 なし/通常の太さのカテーテル使用)",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,400000,不明,,,0,10,"アンギオ装置による処置(マイクロカテーテル使用 なし/通常の太さのカテーテル使用) 400,000 円 アンギオ装置による処置 (マイクロカテーテル使用あり)",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,960000,不明,,,0,9,"回) 2,970,000 円 3, 960,000 円 4,950,000 円 6,050,000 円",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,2255000,不明,2 回,,0,9,"費(解凍培養・2 回目) 2,255,000 円 3,355,000 円 4,400,000 円",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,2970000,不明,,,0,9,"費(初代培養・初 回) 2,970,000 円 3, 960,000 円 4,950,000 円",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,3355000,不明,,,0,9,"回目) 2,255,000 円 3,355,000 円 4,400,000 円 4,840,000 円",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,4400000,不明,,,0,9,"2,255,000 円 3,355,000 円 4,400,000 円 4,840,000 円 5,720,000 円",price candidates remain ambiguous,
P00317,F0209,東京都,医療法人社団ICVS 東京クリニック,第二種,慢性筋骨格系疼痛の緩和を目的とした自己脂肪由来間葉系幹細胞治療（動脈投与）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605064/5/0,4840000,不明,,,0,9,"3,355,000 円 4,400,000 円 4,840,000 円 5,720,000 円 4.キャンセル料/変更料",price candidates remain ambiguous,
P00318,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,203500,税込,2 回分,ACP MAX|ACP|Angel,9,,"0. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(税込) ACP 片側 33,000 円 ACP MAX 片側 165,000 円 Angel 片側 203,500 円 Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3",,
P00318,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,33000,税込,,ACP MAX|ACP|Angel,8,,"が同意を撤回されても、最適と考えられる治療を実施できるよう最善を尽く します。 10. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(税込) ACP 片側 33,000 円 ACP MAX 片側 165,000 円 Angel 片側 203,500 円 Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください",,
P00318,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,165000,税込,,ACP MAX|ACP|Angel,8,,"実施できるよう最善を尽く します。 10. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(税込) ACP 片側 33,000 円 ACP MAX 片側 165,000 円 Angel 片側 203,500 円 Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2",,
P00318,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,330000,税込,2 回分,ACP MAX|ACP|Angel,1,,"て自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(税込) ACP 片側 33,000 円 ACP MAX 片側 165,000 円 Angel 片側 203,500 円 Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3) 採血を開始してからのキャンセルについては",,
P00318,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503011/5/0,66000,不明,2 回分,ACP|Angel,0,,"Angel 両側 330,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査および投与にかかる費用は別途お支払いいただきます。 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3) 採血を開始してからのキャンセルについては、キャンセル費用をいただ きます。 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみ に使用します。ただし、症例検討や学会発表を目的として、血液やPRP の測定を行い、データを取得することがあります。 血液",,
P00319,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた関節内組織損傷に対する鏡視下治療,AUTO,0.994,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503013/5/0,165000,税込,1 回,ACP MAX|ACP|Angel,9,,"ご署名をお願いいたします。 10. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(PRP1 回1 部位)(税込) ACP 33,000 円 ACP MAX 165,000 円 Angel 220,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査、投与にかかる費用および手術代は別途お支払いいただき ます。 7 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。",,
P00319,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた関節内組織損傷に対する鏡視下治療,AUTO,0.994,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503013/5/0,220000,税込,1 回,ACP MAX|ACP|Angel,9,,"0. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(PRP1 回1 部位)(税込) ACP 33,000 円 ACP MAX 165,000 円 Angel 220,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査、投与にかかる費用および手術代は別途お支払いいただき ます。 7 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3) 本治療に係る費用は患者",,
P00319,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた関節内組織損傷に対する鏡視下治療,AUTO,0.994,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503013/5/0,33000,税込,1 回,ACP MAX|ACP|Angel,8,,"回の旨をご連絡いただき、同 意撤回書にご署名をお願いいたします。 10. 治療費用 (1) 本治療は、すべて自費診療であり、健康保険を使用することは できません。 (2) 本治療にかかる費用は、以下のとおりです。 キット 費用(PRP1 回1 部位)(税込) ACP 33,000 円 ACP MAX 165,000 円 Angel 220,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査、投与にかかる費用および手術代は別途お支払いいただき ます。 7 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合",,
P00319,F0210,東京都,医療法人社団IHOC 稲城平尾整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた関節内組織損傷に対する鏡視下治療,AUTO,0.994,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503013/5/0,66000,不明,2 回分,ACP,8,,"220,000 円  上記料金表にはPRP 調製のための採血費用、PRP 調製費用が 含まれます。  診察、検査、投与にかかる費用および手術代は別途お支払いいただき ます。 7 医師よりご説明しますので必ずご確認ください。  ACP を左右両側に投与する場合は、2 回分(66,000 円)です。 (3) 本治療に係る費用は患者様の症状などにより患者様毎に異なります。 施術する前に詳細な施術料金を提示いたしますので、ご納得いただいた 上、受療いただきますようお願い申し上げます。 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみ に使用します。ただし",,
P00320,F0211,東京都,医療法人社団KRMG 東京ヴェインクリニック,第二種,変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法,FAIL,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2301038/5/0,,,,,,,,document fetch/parse failed,RuntimeError: Tesseract process timeout
P00321,F0212,東京都,医療法人社団M-TAC 文京整形外科,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503016/5/0,50000,税込,,ACP MAX|ACP,8,,"本治療にかかる費用は、以下のとおりです。なお、費用に含まれるのは、治療に伴う 診査、自家PRP 調製のための採血にかかる費用、自家PRP 調製費用、注入にかかる 費用であり、以下が費用の総額となります。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP 20 億個 50,000 円 HD-PRP(ACP MAX の場合) 90 億個 209,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP ダブルショット 40 億個 99,000 円",,
P00321,F0212,東京都,医療法人社団M-TAC 文京整形外科,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503016/5/0,209000,税込,,ACP MAX|ACP,8,,"伴う 診査、自家PRP 調製のための採血にかかる費用、自家PRP 調製費用、注入にかかる 費用であり、以下が費用の総額となります。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP 20 億個 50,000 円 HD-PRP(ACP MAX の場合) 90 億個 209,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP ダブルショット 40 億個 99,000 円 治療終了後も定期的な受診が必要です。 9 11.健康被",,
P00321,F0212,東京都,医療法人社団M-TAC 文京整形外科,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503016/5/0,99000,税込,,ACP MAX|ACP,0,,"RP(ACP MAX の場合) 90 億個 209,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税込み) ACP-PRP ダブルショット 40 億個 99,000 円 治療終了後も定期的な受診が必要です。 9 11.健康被害が発生した際の処置と補償等について すべての医療行為にはリスクがあり、ある一定の確率で合併症が起こりえます。 本治療においても『5.予想される効果と起こるかもしれない副作用』でお示しした 合併症については起こらないように細心の注意を払ってい",,
P00244,F0219,東京都,医療法人社団TSOC 東京スポーツ＆整形外科クリニック,第二種,多血小板血漿（PRP）を用いた変形性関節症治療,AUTO,0.952,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2511021/5/0,300000,税別,,ACP MAX|ACP,8,,"を公表する可能性がありますが、規程に基づき患者様個人 を特定できる内容が使われることはありません。 治療にかかる費用について この治療は公的保険の対象ではありませんので、当院の所定の施術料をお支払いいただきます。 ACP ダブルシリンジ 300,000 円(税抜) ACP MAX 300,000 円(税抜) Condensia システム 300,000 円(税抜) 症状などにより治療費は変動する可能性がございます。 詳細やご不明な点は医師またはスタッフにお尋ね下さい。 施術後、患者様の個人的な事情及び金銭等に関する問題に関しては一切の責を負いかねますのでご 了",,
P00243,F0220,東京都,医療法人社団TSOC 東京スポーツ＆整形外科クリニック北参道,第二種,自己脂肪由来間葉系幹細胞を用いた変形性関節症治療,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2510046/5/0,1000000,税別,,,11,6,"本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。その 他、本治療を受けるために必要となった旅費、交通費などの全ての費用もご自分でご負担いただ きます。実際に必要となる費用については今回の治療は1,000,000 円(税抜)となります。 なお、脂肪の採取後や、細胞加工物の製造開始後に同意を撤回された場合など、同意を撤回さ れる時点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきま",line-level strong price context,
P00331,F0227,東京都,医療法人社団アヴェニュー アヴェニュー銀座クリニック,第二種,自己脂肪由来間葉系幹細胞を用いた関節痛、変形性関節症治療,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606021/5/0,1300000,税別,,,5,5,"他、本治療を受けるために必要となった旅費、交通費などの全ての費用もご自分でご負担いただ きます。実際に必要となる費用は以下の通りです。 1,300,000 円(税抜)",price candidates remain ambiguous,
P00332,F0237,東京都,医療法人社団ミッドタウンクリニック 東京ミッドタウンクリニック,第二種,自己脂肪由来間葉系幹細胞を用いた関節痛、変形性関節症治療,AUTO,0.976,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2403054/5/0,1800000,税別,,,11,6,"本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。その 他、本治療を受けるために必要となった旅費、交通費などの全ての費用もご自分でご負担いただ きます。実際に必要となる費用については今回の治療は 1,800,000 円(税抜)となります。 脂肪採取から1 年以内に再度本治療をご希望される場合、凍結された細胞を用いるので脂肪採 取をさせて頂く必要はございませんが、費用については、同額となります。",line-level strong price context,
P00333,F0237,東京都,医療法人社団ミッドタウンクリニック 東京ミッドタウンクリニック,第二種,自己脂肪由来間葉系幹細胞を用いた靭帯・腱損傷治療,AUTO,0.976,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2403056/5/0,1800000,税別,,,11,5,"本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。その 他、本治療を受けるために必要となった旅費、交通費などの全ての費用もご自分でご負担いただ きます。実際に必要となる費用については今回の治療は 1,800,000 円(税抜)となります。 脂肪採取から1 年以内に再度本治療をご希望される場合、凍結された細胞を用いるので脂肪採 取をさせて頂く必要はございませんが、費用については、同額となります。",line-level strong price context,
P00322,F0249,東京都,医療法人社団井上 いのうえ整形外科,第二種,自己多血小板血漿（PRP）療法（治療対象：関節炎・変形性関節症）,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601088/5/0,55000,税込,1回,,16,18,"全額返金いたします 採血後 投与1回分の費用55,000円(税込)をご負担いただきます 投与2回目以降、 投与予定時刻24時間以内(休診日・休診時間を除く)のキャンセ",line-level strong price context,
P00322,F0249,東京都,医療法人社団井上 いのうえ整形外科,第二種,自己多血小板血漿（PRP）療法（治療対象：関節炎・変形性関節症）,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601088/5/0,58300,税込,1回,,16,18,"(別途、感染症検査費用3,300円(税込)を実費としてご負担いた だきます。 そのため、1回目の投与にかかる費用は合計58,300円(税込)とな ります。) ※2回目及び3回目の投与は、医師の判断や患者様のご希望により、",line-level strong price context,
P00322,F0249,東京都,医療法人社団井上 いのうえ整形外科,第二種,自己多血小板血漿（PRP）療法（治療対象：関節炎・変形性関節症）,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601088/5/0,55000,税込,3回分,,12,18,"(60 mL)につき、投与3回分(各投与約5 mL、最大で約15 mL) のPRPを製造いたします。 PRPを用いた投与1回分(1部位) 55,000円(税込) (別途、感染症検査費用3,300円(税込)を実費としてご負担いた だきます。",line-level strong price context,
P00323,F0251,東京都,医療法人社団俊和会 寺田病院,第二種,自家培養脂肪由来幹細胞を用いた変形性関節症の治療,FAIL,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2508052/5/0,,,,,,,,document fetch/parse failed,RuntimeError: Tesseract process timeout
P00245,F0254,東京都,医療法人社団光美会 セルズクリニック銀座院,第二種,自己脂肪由来幹細胞を用いた変形性関節症の治療,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601093/5/0,1320000,税込,1回,,13,5,"その他、本治療を受けるために必要となった旅費、交通費などの全 ての費用も同様です。 本治療にかかる費用は、1回分 1,320,000円(税込)です。 同意を撤回された場合など、同意を撤回される時点までに発生した 費用(診察料、検査費、脂肪採取費、輸送費、加工費等)について",line-level strong price context,
P00309,F0262,東京都,医療法人社団医生会 わせだ整形外科,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606061/5/0,44000,税込,,ACP MAX|ACP,3,12,"金額 (税込) ACP 44,000 円 ACP MAX 165,000円",price candidates remain ambiguous,
P00309,F0262,東京都,医療法人社団医生会 わせだ整形外科,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606061/5/0,165000,不明,,ACP MAX|ACP|Angel,2,12,"44,000 円 ACP MAX 165,000円 Angel 250,000円",price candidates remain ambiguous,
P00309,F0262,東京都,医療法人社団医生会 わせだ整形外科,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606061/5/0,44000,不明,,,0,12,"250,000円 Condensia 44,000 円 PRGF 110,000円",price candidates remain ambiguous,
P00309,F0262,東京都,医療法人社団医生会 わせだ整形外科,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606061/5/0,110000,不明,,,0,12,"44,000 円 PRGF 110,000円 11. 試料の保存及び廃棄の方 法",price candidates remain ambiguous,
P00309,F0262,東京都,医療法人社団医生会 わせだ整形外科,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606061/5/0,250000,不明,,Angel,0,12,"165,000円 Angel 250,000円 Condensia 44,000 円",price candidates remain ambiguous,
P00309,F0262,東京都,医療法人社団医生会 わせだ整形外科,第三種,自家多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606061/5/0,5500,税込,1部位,,-5,12,"■血液検査 : 5,500円(税込・実施した場合) ■PRP・1 キット(1部位) キット名",price candidates remain ambiguous,
P00246,F0264,東京都,医療法人社団和み會 東京長寿医学クリニック,第二種,多血小板血漿を用いた変形性関節症の治療,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2607026/5/0,165000,税込,1回,,9,,"対応させていただきます。 再生医療事務局 電話番号:03-6263-9200 13.費用について 本治療は保険の適用外であるため、自由診療として提供いたしま す。そのため、本治療を提供するために必要となる費用につきまし てはあなたに全額ご負担いただく必要がございます。治療に必要と なる費用は1回¥165,000円(税込)となります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意 を撤回される時点までに費用が発生している場合は、発生した費用 についてはあなたにご負担いただきますのでご了承ください。 14.他の治療法の有無、本治療法との比較について 変形性関節症の治療法には保存療法と手術療法の2つの方法があ ります。薬物投与、装具",,
P00247,F0265,東京都,医療法人社団啓神会 M再生クリニック,第二種,自家脂肪由来幹細胞（ASC）を用いた変形性関節症治療,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2408102/5/0,,,,,,,,no price found after text/OCR pass,Document fetched but no price candidate
P00248,F0268,東京都,医療法人社団山本医院 セルフォース ワン クリニック トウキョウ,第二種,自己脂肪由来幹細胞を用いた変形性関節症の治療,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2507010/5/0,300000,不明,,,8,6,"・キャンセルポリシー 脂肪採取予約確定後のキャンセル 100,000円 脂肪採取当日採取前 300,000円 脂肪採取後 総治療費全額 12)健康被害と補償について",line-level medium price context,
P00249,F0269,東京都,医療法人社団平成会 たいら整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2210027/5/0,20000,税込,2 回分,,9,,"かかる費用、PRP 調製費用、注入にかかる費 用の総額となります。左右両側に投与する場合は、2 回分です。 PRP 1 回(1 部位) 50,000 円(税込) PRP 2 回分(2 部位同時) 90,000 円(税込) 学生割引 -20,000 円(税込) 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみ に使用します。ただし、症例検討や学会発表を目的として、血液やPRP の測定を行い、データを取得することがあります。 血液およびPRP は微量で全量を使用するため、保管はしません。治療 に用いない血液またはPRP",,
P00249,F0269,東京都,医療法人社団平成会 たいら整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2210027/5/0,50000,税込,2 回分,,9,,"とはできませ ん。 6 (2) 本治療にかかる費用は、以下のとおりです。なお、費用は、治療に伴う診 査、PRP 調製のための採血にかかる費用、PRP 調製費用、注入にかかる費 用の総額となります。左右両側に投与する場合は、2 回分です。 PRP 1 回(1 部位) 50,000 円(税込) PRP 2 回分(2 部位同時) 90,000 円(税込) 学生割引 -20,000 円(税込) 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみ に使用します。ただし、症例検討や学会発表を目的として、血液やPRP の測",,
P00249,F0269,東京都,医療法人社団平成会 たいら整形外科クリニック,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,AUTO,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2210027/5/0,90000,税込,2 回分,,9,,"りです。なお、費用は、治療に伴う診 査、PRP 調製のための採血にかかる費用、PRP 調製費用、注入にかかる費 用の総額となります。左右両側に投与する場合は、2 回分です。 PRP 1 回(1 部位) 50,000 円(税込) PRP 2 回分(2 部位同時) 90,000 円(税込) 学生割引 -20,000 円(税込) 11. 試料等の保存及び廃棄の方法 患者様から採取した血液と作製したPRP は、患者様ご自身の治療のみ に使用します。ただし、症例検討や学会発表を目的として、血液やPRP の測定を行い、データを取得することがあります。 血液およびPRP は微量で全",,
P00250,F0270,東京都,医療法人社団幸神会 下北沢DOクリニック,第二種,変形性関節症に対する多血小板血漿（PRP）関節内投与療法,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2407031/5/0,55000,税込,,ACP|APS|GPS,8,,"窓口部署:医療事務 連絡先:090-4896-8903 14.費用について 細胞の提供に際して費用は発生しません。 治療の提供に際しては、本治療は公的保険の対象ではありませんので、当院所定の施術料として以下の 金額をお支払いいただきます(税込)。 1ACP ダブルシリンジ:55,000円 2GPS®IIIシステム+APSキット:400,000円 ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用が発生し ている場合は、発生した費用については患者様にご負担いただきますのでご了承ください。 15.他の治療",,
