plan_id,mhlw_plan_code,v41_lane,facility_id,prefecture,facility,category,treatment,treatment_class,status_source,status_normalized,postprocess_resolution,document_url,price_type,amount,amount_min,amount_max,tax,unit,products,makers,product_pair_method,postprocess_reason,score,page,excerpt,synthetic_postprocess
V41_01C2503018,01C2503018,B,V41FAF20FC19FC,東京都,"一般社団法人雲動会 
あおぞらクリニック整形外科",第二種,変形性関節症を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503018/5/0,point,35000,,,不明,,,,context_token,ancillary_label_nearest,-8,,"不利益を受けることはありません。 また同様に、治療を受けることに同意した場合であっても、投与までの間でしたら、 いつでも取りやめることができます。この場合でも、一切不利益を受けません。 (採血等にかかる実費等はご負担いただきます。 :採血後のキャンセル料 5,000 円 加工後のキャンセル料 35,000 円) もしこの治療を受けることに同意されない場合も、最適と考えられる治療を実施でき るように患者様の治療に最善を尽くします。 ただし、治療を行った後は、健康管理・アフターフォローのために必要に応じて適切 な検査を受けていただき、医学的に問題がないかを確認させていただきます。 11. 試料等の保管及び廃棄の方法について この治",False
V41_01C2508095,01C2508095,C,V41FAF20FC19FC,東京都,一般社団法人雲動会 あおぞらクリニック整形外科,第二種,変形性関節症に対する自家培養脂肪由来幹細胞を用いた治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2508095/5/0,point,110000,,,税込,1部位,,,context_token,ancillary_label_nearest,7,,"(税込) 治療費:関節1部位 980,000円 治療費:関節2部位 1,180,000円 ※上記治療費には細胞採取費用・局所麻酔料・培養費用・1 年間の細胞保管料・関節内投与料・鎮痛剤・ 抗生物質などが含まれています。 ※2 年目以降、治療の目的で細胞保管を継続する場合、別途細胞保管料110,000 円/年(税込)を頂 戴致します。 また、1回の脂肪採取で1〜4回の投与分の細胞培養が可能です(採取した脂肪や細胞の状況により 異なります)。なお、患者様ごとに投与量、投与回数と投与回数に応じたトータル費用(概算)を説明し ますので、必ず担当医の説明を受けてください。 2 回目以降の費用は症状や画像診断結果などにより投与量(細胞数)が",False
V41_01C2508095,01C2508095,C,V41FAF20FC19FC,東京都,一般社団法人雲動会 あおぞらクリニック整形外科,第二種,変形性関節症に対する自家培養脂肪由来幹細胞を用いた治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2508095/5/0,point,980000,,,税込,1部位,,,context_token,treatment_label_nearest,7,,"でご負担いただきます。その他、本治 療を受けるために必要となった宿泊費・交通費などの全ての費用もご自分でご負担いただきます。 治療に必要な費用は以下表の通りとなっております。症状や画像診断結果などにより投与量(細胞数)が 異なります。 治療にかかる費用 (税込) 治療費:関節1部位 980,000円 治療費:関節2部位 1,180,000円 ※上記治療費には細胞採取費用・局所麻酔料・培養費用・1 年間の細胞保管料・関節内投与料・鎮痛剤・ 抗生物質などが含まれています。 ※2 年目以降、治療の目的で細胞保管を継続する場合、別途細胞保管料110,000 円/年(税込)を頂 戴致します。 また、1回の脂肪採取で1〜4回の投",False
V41_01C2508095,01C2508095,C,V41FAF20FC19FC,東京都,一般社団法人雲動会 あおぞらクリニック整形外科,第二種,変形性関節症に対する自家培養脂肪由来幹細胞を用いた治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2508095/5/0,point,1180000,,,税込,1部位,,,context_token,treatment_label_nearest,7,,"受けるために必要となった宿泊費・交通費などの全ての費用もご自分でご負担いただきます。 治療に必要な費用は以下表の通りとなっております。症状や画像診断結果などにより投与量(細胞数)が 異なります。 治療にかかる費用 (税込) 治療費:関節1部位 980,000円 治療費:関節2部位 1,180,000円 ※上記治療費には細胞採取費用・局所麻酔料・培養費用・1 年間の細胞保管料・関節内投与料・鎮痛剤・ 抗生物質などが含まれています。 ※2 年目以降、治療の目的で細胞保管を継続する場合、別途細胞保管料110,000 円/年(税込)を頂 戴致します。 また、1回の脂肪採取で1〜4回の投与分の細胞培養が可能です(採取した脂肪や細胞の",False
V41_01C2601047,01C2601047,D,V41FECBB99D876,東京都,一般社団法人ＲＫミライ　Rejoint Clinic Dr.K,第二種,自己脂肪由来間葉系幹細胞を用いた変形性関節症治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2601047/5/0,point,1500000,,,税別,,,,context_token,unclear,11,6,"本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。その 他、本治療を受けるために必要となった旅費、交通費などの全ての費用もご自分でご負担いただ きます。実際に必要となる費用については今回の治療は1,500,000 円(税抜)となります。 なお、脂肪の採取後や、細胞加工物の製造開始後に同意を撤回された場合など、同意を撤回さ れる時点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきま",False
V41_01C2308049,01C2308049,D,V41FA2027FBB72,東京都,三宿通り整形外科クリニック,第二種,自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_treatment_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308049/5/0,point,55000,,,税込,1 回,,,context_token,treatment_label_nearest,6,7,"費用(税込) PRP 1 回・1 部位(1 本分) 55,000 円 PRP 1 回・1 部位(2 本分) 88,000 円",False
V41_01C2308049,01C2308049,D,V41FA2027FBB72,東京都,三宿通り整形外科クリニック,第二種,自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_treatment_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308049/5/0,point,88000,,,税込,,,,context_token,treatment_label_nearest,0,7,"費用(税込) PRP 1 回・1 部位(1 本分) 55,000 円 PRP 1 回・1 部位(2 本分) 88,000 円",True
V41_01C2308049,01C2308049,D,V41FA2027FBB72,東京都,三宿通り整形外科クリニック,第二種,自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_treatment_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308049/5/0,point,88000,,,不明,1 回,,,context_token,treatment_label_nearest,2,7,"55,000 円 PRP 1 回・1 部位(2 本分) 88,000 円 PRP 1 回・2 部位同時(2 本分) 88,000 円",False
V41_01C2308049,01C2308049,D,V41FA2027FBB72,東京都,三宿通り整形外科クリニック,第二種,自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_treatment_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308049/5/0,point,55000,,,不明,,,,context_token,explicit_prp_product_line,0,7,"55,000 円 PRP 1 回・1 部位(2 本分) 88,000 円 PRP 1 回・2 部位同時(2 本分) 88,000 円",True
V41_01C2303029,01C2303029,A,V41FE3D1DFC6F8,東京都,世田谷かくた整形外科　成城学園前院,第三種,多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2303029/5/0,point,55000,,,税込,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,8,,"細胞の提供に際して費用は発生しません。 治療の提供に際しては、本治療は公的保険の対象ではありませんので、当院所定の施術料として以下の金額 をお支払いいただきます。 1GPSIIIシステム(ジンマーバイオメット):165,000円(税込) 2ACPダブルシリンジシステム(アースレックス):55,000円(税込) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用が発生している 場合は、発生した費用については患者様にご負担いただきますのでご了承ください。 15.他の治療法の有無、本治療法との比較について 靭帯・腱及び腱付",False
V41_01C2303029,01C2303029,A,V41FE3D1DFC6F8,東京都,世田谷かくた整形外科　成城学園前院,第三種,多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2303029/5/0,point,165000,,,税込,,GPS,Zimmer Biomet,nearest_preceding_product_in_excerpt,treatment_label_nearest,8,,"口部署:事務 連絡先:03-3417-1152 14.費用について 細胞の提供に際して費用は発生しません。 治療の提供に際しては、本治療は公的保険の対象ではありませんので、当院所定の施術料として以下の金額 をお支払いいただきます。 1GPSIIIシステム(ジンマーバイオメット):165,000円(税込) 2ACPダブルシリンジシステム(アースレックス):55,000円(税込) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用が発生している 場合は、発生した費用については患者様にご負担いただきますのでご了承ください。",False
V41_01C2504058,01C2504058,B,V41F17C1ADD7F5,東京都,予防からはじめる整形外科 T CLINIC Ichigaya,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2504058/5/0,point,50000,,,税別,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,8,,"本治療にかかる費用は、以下のとおりです。なお、費用に含まれるのは、治療に伴う 診査、自家PRP 調製のための採血にかかる費用、自家PRP 調製費用、注入にかかる 費用であり、以下が費用の総額となります。 治療の種類 平均的な血小板注入量 費用(税別) ACP-PRP 20 億個 50,000 円 HD-PRP(ACP MAX の場合) 90 億個 180,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税別) ACP-PRP ダブルショット 40 億個 100,000 円",False
V41_01C2504058,01C2504058,B,V41F17C1ADD7F5,東京都,予防からはじめる整形外科 T CLINIC Ichigaya,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2504058/5/0,point,180000,,,税別,,ACP MAX,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,8,,"う 診査、自家PRP 調製のための採血にかかる費用、自家PRP 調製費用、注入にかかる 費用であり、以下が費用の総額となります。 治療の種類 平均的な血小板注入量 費用(税別) ACP-PRP 20 億個 50,000 円 HD-PRP(ACP MAX の場合) 90 億個 180,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税別) ACP-PRP ダブルショット 40 億個 100,000 円 • 治療終了後も定期的な受診が必要です。 9 11.健康被害",False
V41_01C2504058,01C2504058,B,V41F17C1ADD7F5,東京都,予防からはじめる整形外科 T CLINIC Ichigaya,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2504058/5/0,point,100000,,,税別,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,0,,"P(ACP MAX の場合) 90 億個 180,000 円 また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。 その場合の費用は以下の通りです。 治療の種類 平均的な血小板注入量 費用(税別) ACP-PRP ダブルショット 40 億個 100,000 円 • 治療終了後も定期的な受診が必要です。 9 11.健康被害が発生した際の処置と補償等について すべての医療行為にはリスクがあり、ある一定の確率で合併症が起こりえます。 本治療においても『5.予想される効果と起こるかもしれない副作用』でお示しした 合併症については起こらないように細心の注意を払っています",False
V41_01C1905038,01C1905038,C,V41F98B318365D,東京都,元浅草いけだクリニック,第二種,多血小板血漿（Platelet-rich plasma：PRP）を用いた関節内疾患に対する治療,PRP,QC,AUTO,verified_official_site_override,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1905038/5/0,point,80000,,,税別,PRP注射・1関節,PRP,,,verified_official_override,,,,False
V41_01C2301064,01C2301064,D,V41FBB04AF06A1,東京都,公益財団法人日産厚生会玉川病院,第二種,自己多血小板血漿(PRP)の投与による変形性関節症の治療,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2301064/5/0,point,100000,,,税別,1 回,GPS,Zimmer Biomet,nearest_preceding_product_in_excerpt,treatment_label_nearest,8,,"よる変形性関節症の治療に関する説明文・同意文書 9 治療にかかる費用について この治療は公的保険の対象ではありませんので、当施設にて実施される治療及び治療に必要な検査 などの費用は全額自己負担となります。 ・PRP を用いた治療(GPSIIIシステム使用)における施術料 1 回 100,000円 (税抜) ・濃縮PRP(APS)を用いた治療(APS キット使用) における施術料 1 回 270,000円 (税抜) APS キットにより製造される濃縮PRP(APS)を用いた治療では、半年~1年以上の治療効果が期待 できる一方で、GPSIIIシステムで製造したPRPを用いた治療では、複数回の投与が必要となる場合があり ます",False
V41_01C2301064,01C2301064,D,V41FBB04AF06A1,東京都,公益財団法人日産厚生会玉川病院,第二種,自己多血小板血漿(PRP)の投与による変形性関節症の治療,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2301064/5/0,point,270000,,,税別,1 回,APS,Zimmer Biomet,nearest_preceding_product_in_excerpt,treatment_label_nearest,8,,"の対象ではありませんので、当施設にて実施される治療及び治療に必要な検査 などの費用は全額自己負担となります。 ・PRP を用いた治療(GPSIIIシステム使用)における施術料 1 回 100,000円 (税抜) ・濃縮PRP(APS)を用いた治療(APS キット使用) における施術料 1 回 270,000円 (税抜) APS キットにより製造される濃縮PRP(APS)を用いた治療では、半年~1年以上の治療効果が期待 できる一方で、GPSIIIシステムで製造したPRPを用いた治療では、複数回の投与が必要となる場合があり ます。ご不明な点は医師・スタッフにお尋ねください。 その他治療についての注意事項",False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,1000000,,,税別,1 回,,,context_token,treatment_label_nearest,9,,"代諾者: (続柄: ) 10 (別紙) 本再生医療等の費用は以下のとおりです。 投与細胞数 治療費用(税別) 1 約3,000 万個×1 回分 100 万円 2 約5,000 万個×1 回分 120 万円 3 約1 億個×1 回分 160 万円 4 約3,000 万個×3 回分 200 万円 5 約2 億個×1 回分 250 万円 6 約1 億個×2 回分 270 万円 なお、脂肪組織の採",False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,1200000,,,税別,1 回,,,context_token,treatment_label_nearest,9,,"(続柄: ) 10 (別紙) 本再生医療等の費用は以下のとおりです。 投与細胞数 治療費用(税別) 1 約3,000 万個×1 回分 100 万円 2 約5,000 万個×1 回分 120 万円 3 約1 億個×1 回分 160 万円 4 約3,000 万個×3 回分 200 万円 5 約2 億個×1 回分 250 万円 6 約1 億個×2 回分 270 万円 なお、脂肪組織の採取の施術開始後や細胞加工の開始後、あるいは3 回投与の場合に1",False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,1600000,,,税別,1 回,,,context_token,treatment_label_nearest,9,,"本再生医療等の費用は以下のとおりです。 投与細胞数 治療費用(税別) 1 約3,000 万個×1 回分 100 万円 2 約5,000 万個×1 回分 120 万円 3 約1 億個×1 回分 160 万円 4 約3,000 万個×3 回分 200 万円 5 約2 億個×1 回分 250 万円 6 約1 億個×2 回分 270 万円 なお、脂肪組織の採取の施術開始後や細胞加工の開始後、あるいは3 回投与の場合に1 回目投 与の後や2 回目投与の後に同意を撤回された場合など、そ",False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,2000000,,,税別,1 回,,,context_token,treatment_label_nearest,7,,"投与細胞数 治療費用(税別) 1 約3,000 万個×1 回分 100 万円 2 約5,000 万個×1 回分 120 万円 3 約1 億個×1 回分 160 万円 4 約3,000 万個×3 回分 200 万円 5 約2 億個×1 回分 250 万円 6 約1 億個×2 回分 270 万円 なお、脂肪組織の採取の施術開始後や細胞加工の開始後、あるいは3 回投与の場合に1 回目投 与の後や2 回目投与の後に同意を撤回された場合など、それまでに費用が発生している場合は、 以下の通り、患者様ご自身にご",False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,2500000,,,不明,1 回,,,context_token,unclear,6,,") 1 約3,000 万個×1 回分 100 万円 2 約5,000 万個×1 回分 120 万円 3 約1 億個×1 回分 160 万円 4 約3,000 万個×3 回分 200 万円 5 約2 億個×1 回分 250 万円 6 約1 億個×2 回分 270 万円 なお、脂肪組織の採取の施術開始後や細胞加工の開始後、あるいは3 回投与の場合に1 回目投 与の後や2 回目投与の後に同意を撤回された場合など、それまでに費用が発生している場合は、 以下の通り、患者様ご自身にご負担いただきますのでご了承ください。 同意撤回の時期 キャ",False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,1280000,,,不明,,,,context_token,unclear,5,,ル費用のお支払いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,1600000,,,不明,,,,context_token,unclear,5,,いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,2000000,,,不明,,,,context_token,unclear,5,,脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,2160000,,,不明,,,,context_token,unclear,5,,定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,2700000,,,税別,1 回,,,context_token,unclear,-1,,"万円 2 約5,000 万個×1 回分 120 万円 3 約1 億個×1 回分 160 万円 4 約3,000 万個×3 回分 200 万円 5 約2 億個×1 回分 250 万円 6 約1 億個×2 回分 270 万円 なお、脂肪組織の採取の施術開始後や細胞加工の開始後、あるいは3 回投与の場合に1 回目投 与の後や2 回目投与の後に同意を撤回された場合など、それまでに費用が発生している場合は、 以下の通り、患者様ご自身にご負担いただきますのでご了承ください。 同意撤回の時期 キャンセル費用(税別) 1 2 3 4 5 6 同意",False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,100000,,,税別,,,,context_token,unclear,-2,,場合は、 以下の通り、患者様ご自身にご負担いただきますのでご了承ください。 同意撤回の時期 キャンセル費用(税別) 1 2 3 4 5 6 同意日~脂肪採取予定日の3 日前 キャンセル費用のお支払いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,800000,,,税別,,,,context_token,unclear,-2,,さい。 同意撤回の時期 キャンセル費用(税別) 1 2 3 4 5 6 同意日~脂肪採取予定日の3 日前 キャンセル費用のお支払いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,960000,,,税別,,,,context_token,unclear,-2,,意撤回の時期 キャンセル費用(税別) 1 2 3 4 5 6 同意日~脂肪採取予定日の3 日前 キャンセル費用のお支払いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,1280000,,,税別,,,,context_token,unclear,-2,,キャンセル費用(税別) 1 2 3 4 5 6 同意日~脂肪採取予定日の3 日前 キャンセル費用のお支払いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,1600000,,,税別,,,,context_token,unclear,-2,,費用(税別) 1 2 3 4 5 6 同意日~脂肪採取予定日の3 日前 キャンセル費用のお支払いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,800000,,,不明,,,,context_token,unclear,-3,,日の3 日前 キャンセル費用のお支払いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
V41_01C2509046,01C2509046,B,V41F94BD4F42C4,東京都,医療法人 全医会 東京腰痛クリニック,第二種,自家脂肪組織由来の培養間葉系間質細胞を用いた椎間関節症の治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509046/5/0,point,960000,,,不明,,,,context_token,unclear,-3,,キャンセル費用のお支払いはありません 脂肪採取予定日の2 日前 ~脂肪採取当日の脂肪組織採取前 一律 10 万円をお支払いいただきます 脂肪組織採取後~細胞加工開始前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞加工開始後~細胞投与前 80 万円 96 万円 128 万円 160 万円 200 万円 216 万円 細胞投与後 治療費用全額をお支払いいただきます 以上,False
